iteration,t,algo,divided,path_disparity
0,0,none,False,0.5911902148603101
0,0,RND,True,0.5873652934928928
0,0,MIRW,True,0.6052764400436439
0,0,FFD,True,0.6210042438017718
0,0,KMeans,True,0.8531009872082388
0,1800,none,False,0.6028740086592205
0,1800,RND,True,0.6082811961993293
0,1800,MIRW,True,0.6078156015459929
0,1800,FFD,True,0.6245160047595765
0,1800,KMeans,True,0.8600589034609893
0,100,none,False,0.6464773838461173
0,100,RND,True,0.6229515331118807
0,100,MIRW,True,0.6340288933662063
0,100,FFD,True,0.6449273832393457
0,100,KMeans,True,0.7405687205236545
1,0,none,False,0.5911902148603101
1,0,RND,True,0.5873652934928928
1,0,MIRW,True,0.6052764400436439
1,0,FFD,True,0.6210042438017718
1,0,KMeans,True,0.8531009872082388
1,1800,none,False,0.6028740086592205
1,1800,RND,True,0.6082811961993293
1,1800,MIRW,True,0.6078156015459929
1,1800,FFD,True,0.6245160047595765
1,1800,KMeans,True,0.8600589034609893
1,100,none,False,0.6464773838461173
1,100,RND,True,0.6229515331118807
1,100,MIRW,True,0.6340288933662063
1,100,FFD,True,0.6449273832393457
1,100,KMeans,True,0.7405687205236545
2,0,none,False,0.5911902148603101
2,0,RND,True,0.5873652934928928
2,0,MIRW,True,0.6052764400436439
2,0,FFD,True,0.6210042438017718
2,0,KMeans,True,0.8531009872082388
2,1800,none,False,0.6028740086592205
2,1800,RND,True,0.6082811961993293
2,1800,MIRW,True,0.6078156015459929
2,1800,FFD,True,0.6245160047595765
2,1800,KMeans,True,0.8600589034609893
2,100,none,False,0.6464773838461173
2,100,RND,True,0.6229515331118807
2,100,MIRW,True,0.6340288933662063
2,100,FFD,True,0.6449273832393457
2,100,KMeans,True,0.7405687205236545
3,0,none,False,0.5911902148603101
3,0,RND,True,0.5873652934928928
3,0,MIRW,True,0.6052764400436439
3,0,FFD,True,0.6210042438017718
3,0,KMeans,True,0.8531009872082388
3,1800,none,False,0.6028740086592205
3,1800,RND,True,0.6082811961993293
3,1800,MIRW,True,0.6078156015459929
3,1800,FFD,True,0.6245160047595765
3,1800,KMeans,True,0.8600589034609893
3,100,none,False,0.6464773838461173
3,100,RND,True,0.6229515331118807
3,100,MIRW,True,0.6340288933662063
3,100,FFD,True,0.6449273832393457
3,100,KMeans,True,0.7405687205236545
4,0,none,False,0.5911902148603101
4,0,RND,True,0.5873652934928928
4,0,MIRW,True,0.6052764400436439
4,0,FFD,True,0.6210042438017718
4,0,KMeans,True,0.8531009872082388
4,1800,none,False,0.6028740086592205
4,1800,RND,True,0.6082811961993293
4,1800,MIRW,True,0.6078156015459929
4,1800,FFD,True,0.6245160047595765
4,1800,KMeans,True,0.8600589034609893
4,100,none,False,0.6464773838461173
4,100,RND,True,0.6229515331118807
4,100,MIRW,True,0.6340288933662063
4,100,FFD,True,0.6449273832393457
4,100,KMeans,True,0.7405687205236545
5,0,none,False,0.5911902148603101
5,0,RND,True,0.5873652934928928
5,0,MIRW,True,0.6052764400436439
5,0,FFD,True,0.6210042438017718
5,0,KMeans,True,0.8531009872082388
5,1800,none,False,0.6028740086592205
5,1800,RND,True,0.6082811961993293
5,1800,MIRW,True,0.6078156015459929
5,1800,FFD,True,0.6245160047595765
5,1800,KMeans,True,0.8600589034609893
5,100,none,False,0.6464773838461173
5,100,RND,True,0.6229515331118807
5,100,MIRW,True,0.6340288933662063
5,100,FFD,True,0.6449273832393457
5,100,KMeans,True,0.7405687205236545
6,0,none,False,0.5911902148603101
6,0,RND,True,0.5873652934928928
6,0,MIRW,True,0.6052764400436439
6,0,FFD,True,0.6210042438017718
6,0,KMeans,True,0.8531009872082388
6,1800,none,False,0.6028740086592205
6,1800,RND,True,0.6082811961993293
6,1800,MIRW,True,0.6078156015459929
6,1800,FFD,True,0.6245160047595765
6,1800,KMeans,True,0.8600589034609893
6,100,none,False,0.6464773838461173
6,100,RND,True,0.6229515331118807
6,100,MIRW,True,0.6340288933662063
6,100,FFD,True,0.6449273832393457
6,100,KMeans,True,0.7405687205236545
7,0,none,False,0.5911902148603101
7,0,RND,True,0.5873652934928928
7,0,MIRW,True,0.6052764400436439
7,0,FFD,True,0.6210042438017718
7,0,KMeans,True,0.8531009872082388
7,1800,none,False,0.6028740086592205
7,1800,RND,True,0.6082811961993293
7,1800,MIRW,True,0.6078156015459929
7,1800,FFD,True,0.6245160047595765
7,1800,KMeans,True,0.8600589034609893
7,100,none,False,0.6464773838461173
7,100,RND,True,0.6229515331118807
7,100,MIRW,True,0.6340288933662063
7,100,FFD,True,0.6449273832393457
7,100,KMeans,True,0.7405687205236545
8,0,none,False,0.5911902148603101
8,0,RND,True,0.5873652934928928
8,0,MIRW,True,0.6052764400436439
8,0,FFD,True,0.6210042438017718
8,0,KMeans,True,0.8531009872082388
8,1800,none,False,0.6028740086592205
8,1800,RND,True,0.6082811961993293
8,1800,MIRW,True,0.6078156015459929
8,1800,FFD,True,0.6245160047595765
8,1800,KMeans,True,0.8600589034609893
8,100,none,False,0.6464773838461173
8,100,RND,True,0.6229515331118807
8,100,MIRW,True,0.6340288933662063
8,100,FFD,True,0.6449273832393457
8,100,KMeans,True,0.7405687205236545
9,0,none,False,0.5911902148603101
9,0,RND,True,0.5873652934928928
9,0,MIRW,True,0.6052764400436439
9,0,FFD,True,0.6210042438017718
9,0,KMeans,True,0.8531009872082388
9,1800,none,False,0.6028740086592205
9,1800,RND,True,0.6082811961993293
9,1800,MIRW,True,0.6078156015459929
9,1800,FFD,True,0.6245160047595765
9,1800,KMeans,True,0.8600589034609893
9,100,none,False,0.6464773838461173
9,100,RND,True,0.6229515331118807
9,100,MIRW,True,0.6340288933662063
9,100,FFD,True,0.6449273832393457
9,100,KMeans,True,0.7405687205236545
10,0,none,False,0.5911902148603101
10,0,RND,True,0.5873652934928928
10,0,MIRW,True,0.6052764400436439
10,0,FFD,True,0.6210042438017718
10,0,KMeans,True,0.8531009872082388
10,1800,none,False,0.6028740086592205
10,1800,RND,True,0.6082811961993293
10,1800,MIRW,True,0.6078156015459929
10,1800,FFD,True,0.6245160047595765
10,1800,KMeans,True,0.8600589034609893
10,100,none,False,0.6464773838461173
10,100,RND,True,0.6229515331118807
10,100,MIRW,True,0.6340288933662063
10,100,FFD,True,0.6449273832393457
10,100,KMeans,True,0.7405687205236545
11,0,none,False,0.5911902148603101
11,0,RND,True,0.5873652934928928
11,0,MIRW,True,0.6052764400436439
11,0,FFD,True,0.6210042438017718
11,0,KMeans,True,0.8531009872082388
11,1800,none,False,0.6028740086592205
11,1800,RND,True,0.6082811961993293
11,1800,MIRW,True,0.6078156015459929
11,1800,FFD,True,0.6245160047595765
11,1800,KMeans,True,0.8600589034609893
11,100,none,False,0.6464773838461173
11,100,RND,True,0.6229515331118807
11,100,MIRW,True,0.6340288933662063
11,100,FFD,True,0.6449273832393457
11,100,KMeans,True,0.7405687205236545
12,0,none,False,0.5911902148603101
12,0,RND,True,0.5873652934928928
12,0,MIRW,True,0.6052764400436439
12,0,FFD,True,0.6210042438017718
12,0,KMeans,True,0.8531009872082388
12,1800,none,False,0.6028740086592205
12,1800,RND,True,0.6082811961993293
12,1800,MIRW,True,0.6078156015459929
12,1800,FFD,True,0.6245160047595765
12,1800,KMeans,True,0.8600589034609893
12,100,none,False,0.6464773838461173
12,100,RND,True,0.6229515331118807
12,100,MIRW,True,0.6340288933662063
12,100,FFD,True,0.6449273832393457
12,100,KMeans,True,0.7405687205236545
13,0,none,False,0.5911902148603101
13,0,RND,True,0.5873652934928928
13,0,MIRW,True,0.6052764400436439
13,0,FFD,True,0.6210042438017718
13,0,KMeans,True,0.8531009872082388
13,1800,none,False,0.6028740086592205
13,1800,RND,True,0.6082811961993293
13,1800,MIRW,True,0.6078156015459929
13,1800,FFD,True,0.6245160047595765
13,1800,KMeans,True,0.8600589034609893
13,100,none,False,0.6464773838461173
13,100,RND,True,0.6229515331118807
13,100,MIRW,True,0.6340288933662063
13,100,FFD,True,0.6449273832393457
13,100,KMeans,True,0.7405687205236545
14,0,none,False,0.5911902148603101
14,0,RND,True,0.5873652934928928
14,0,MIRW,True,0.6052764400436439
14,0,FFD,True,0.6210042438017718
14,0,KMeans,True,0.8531009872082388
14,1800,none,False,0.6028740086592205
14,1800,RND,True,0.6082811961993293
14,1800,MIRW,True,0.6078156015459929
14,1800,FFD,True,0.6245160047595765
14,1800,KMeans,True,0.8600589034609893
14,100,none,False,0.6464773838461173
14,100,RND,True,0.6229515331118807
14,100,MIRW,True,0.6340288933662063
14,100,FFD,True,0.6449273832393457
14,100,KMeans,True,0.7405687205236545
15,0,none,False,0.5911902148603101
15,0,RND,True,0.5873652934928928
15,0,MIRW,True,0.6052764400436439
15,0,FFD,True,0.6210042438017718
15,0,KMeans,True,0.8531009872082388
15,1800,none,False,0.6028740086592205
15,1800,RND,True,0.6082811961993293
15,1800,MIRW,True,0.6078156015459929
15,1800,FFD,True,0.6245160047595765
15,1800,KMeans,True,0.8600589034609893
15,100,none,False,0.6464773838461173
15,100,RND,True,0.6229515331118807
15,100,MIRW,True,0.6340288933662063
15,100,FFD,True,0.6449273832393457
15,100,KMeans,True,0.7405687205236545
16,0,none,False,0.5911902148603101
16,0,RND,True,0.5873652934928928
16,0,MIRW,True,0.6052764400436439
16,0,FFD,True,0.6210042438017718
16,0,KMeans,True,0.8531009872082388
16,1800,none,False,0.6028740086592205
16,1800,RND,True,0.6082811961993293
16,1800,MIRW,True,0.6078156015459929
16,1800,FFD,True,0.6245160047595765
16,1800,KMeans,True,0.8600589034609893
16,100,none,False,0.6464773838461173
16,100,RND,True,0.6229515331118807
16,100,MIRW,True,0.6340288933662063
16,100,FFD,True,0.6449273832393457
16,100,KMeans,True,0.7405687205236545
17,0,none,False,0.5911902148603101
17,0,RND,True,0.5873652934928928
17,0,MIRW,True,0.6052764400436439
17,0,FFD,True,0.6210042438017718
17,0,KMeans,True,0.8531009872082388
17,1800,none,False,0.6028740086592205
17,1800,RND,True,0.6082811961993293
17,1800,MIRW,True,0.6078156015459929
17,1800,FFD,True,0.6245160047595765
17,1800,KMeans,True,0.8600589034609893
17,100,none,False,0.6464773838461173
17,100,RND,True,0.6229515331118807
17,100,MIRW,True,0.6340288933662063
17,100,FFD,True,0.6449273832393457
17,100,KMeans,True,0.7405687205236545
18,0,none,False,0.5911902148603101
18,0,RND,True,0.5873652934928928
18,0,MIRW,True,0.6052764400436439
18,0,FFD,True,0.6210042438017718
18,0,KMeans,True,0.8531009872082388
18,1800,none,False,0.6028740086592205
18,1800,RND,True,0.6082811961993293
18,1800,MIRW,True,0.6078156015459929
18,1800,FFD,True,0.6245160047595765
18,1800,KMeans,True,0.8600589034609893
18,100,none,False,0.6464773838461173
18,100,RND,True,0.6229515331118807
18,100,MIRW,True,0.6340288933662063
18,100,FFD,True,0.6449273832393457
18,100,KMeans,True,0.7405687205236545
19,0,none,False,0.5911902148603101
19,0,RND,True,0.5873652934928928
19,0,MIRW,True,0.6052764400436439
19,0,FFD,True,0.6210042438017718
19,0,KMeans,True,0.8531009872082388
19,1800,none,False,0.6028740086592205
19,1800,RND,True,0.6082811961993293
19,1800,MIRW,True,0.6078156015459929
19,1800,FFD,True,0.6245160047595765
19,1800,KMeans,True,0.8600589034609893
19,100,none,False,0.6464773838461173
19,100,RND,True,0.6229515331118807
19,100,MIRW,True,0.6340288933662063
19,100,FFD,True,0.6449273832393457
19,100,KMeans,True,0.7405687205236545
20,0,none,False,0.5911902148603101
20,0,RND,True,0.5873652934928928
20,0,MIRW,True,0.6052764400436439
20,0,FFD,True,0.6210042438017718
20,0,KMeans,True,0.8531009872082388
20,1800,none,False,0.6028740086592205
20,1800,RND,True,0.6082811961993293
20,1800,MIRW,True,0.6078156015459929
20,1800,FFD,True,0.6245160047595765
20,1800,KMeans,True,0.8600589034609893
20,100,none,False,0.6464773838461173
20,100,RND,True,0.6229515331118807
20,100,MIRW,True,0.6340288933662063
20,100,FFD,True,0.6449273832393457
20,100,KMeans,True,0.7405687205236545
21,0,none,False,0.5911902148603101
21,0,RND,True,0.5873652934928928
21,0,MIRW,True,0.6052764400436439
21,0,FFD,True,0.6210042438017718
21,0,KMeans,True,0.8531009872082388
21,1800,none,False,0.6028740086592205
21,1800,RND,True,0.6082811961993293
21,1800,MIRW,True,0.6078156015459929
21,1800,FFD,True,0.6245160047595765
21,1800,KMeans,True,0.8600589034609893
21,100,none,False,0.6464773838461173
21,100,RND,True,0.6229515331118807
21,100,MIRW,True,0.6340288933662063
21,100,FFD,True,0.6449273832393457
21,100,KMeans,True,0.7405687205236545
22,0,none,False,0.5911902148603101
22,0,RND,True,0.5873652934928928
22,0,MIRW,True,0.6052764400436439
22,0,FFD,True,0.6210042438017718
22,0,KMeans,True,0.8531009872082388
22,1800,none,False,0.6028740086592205
22,1800,RND,True,0.6082811961993293
22,1800,MIRW,True,0.6078156015459929
22,1800,FFD,True,0.6245160047595765
22,1800,KMeans,True,0.8600589034609893
22,100,none,False,0.6464773838461173
22,100,RND,True,0.6229515331118807
22,100,MIRW,True,0.6340288933662063
22,100,FFD,True,0.6449273832393457
22,100,KMeans,True,0.7405687205236545
23,0,none,False,0.5911902148603101
23,0,RND,True,0.5873652934928928
23,0,MIRW,True,0.6052764400436439
23,0,FFD,True,0.6210042438017718
23,0,KMeans,True,0.8531009872082388
23,1800,none,False,0.6028740086592205
23,1800,RND,True,0.6082811961993293
23,1800,MIRW,True,0.6078156015459929
23,1800,FFD,True,0.6245160047595765
23,1800,KMeans,True,0.8600589034609893
23,100,none,False,0.6464773838461173
23,100,RND,True,0.6229515331118807
23,100,MIRW,True,0.6340288933662063
23,100,FFD,True,0.6449273832393457
23,100,KMeans,True,0.7405687205236545
24,0,none,False,0.5911902148603101
24,0,RND,True,0.5873652934928928
24,0,MIRW,True,0.6052764400436439
24,0,FFD,True,0.6210042438017718
24,0,KMeans,True,0.8531009872082388
24,1800,none,False,0.6028740086592205
24,1800,RND,True,0.6082811961993293
24,1800,MIRW,True,0.6078156015459929
24,1800,FFD,True,0.6245160047595765
24,1800,KMeans,True,0.8600589034609893
24,100,none,False,0.6464773838461173
24,100,RND,True,0.6229515331118807
24,100,MIRW,True,0.6340288933662063
24,100,FFD,True,0.6449273832393457
24,100,KMeans,True,0.7405687205236545
25,0,none,False,0.5911902148603101
25,0,RND,True,0.5873652934928928
25,0,MIRW,True,0.6052764400436439
25,0,FFD,True,0.6210042438017718
25,0,KMeans,True,0.8531009872082388
25,1800,none,False,0.6028740086592205
25,1800,RND,True,0.6082811961993293
25,1800,MIRW,True,0.6078156015459929
25,1800,FFD,True,0.6245160047595765
25,1800,KMeans,True,0.8600589034609893
25,100,none,False,0.6464773838461173
25,100,RND,True,0.6229515331118807
25,100,MIRW,True,0.6340288933662063
25,100,FFD,True,0.6449273832393457
25,100,KMeans,True,0.7405687205236545
26,0,none,False,0.5911902148603101
26,0,RND,True,0.5873652934928928
26,0,MIRW,True,0.6052764400436439
26,0,FFD,True,0.6210042438017718
26,0,KMeans,True,0.8531009872082388
26,1800,none,False,0.6028740086592205
26,1800,RND,True,0.6082811961993293
26,1800,MIRW,True,0.6078156015459929
26,1800,FFD,True,0.6245160047595765
26,1800,KMeans,True,0.8600589034609893
26,100,none,False,0.6464773838461173
26,100,RND,True,0.6229515331118807
26,100,MIRW,True,0.6340288933662063
26,100,FFD,True,0.6449273832393457
26,100,KMeans,True,0.7405687205236545
27,0,none,False,0.5911902148603101
27,0,RND,True,0.5873652934928928
27,0,MIRW,True,0.6052764400436439
27,0,FFD,True,0.6210042438017718
27,0,KMeans,True,0.8531009872082388
27,1800,none,False,0.6028740086592205
27,1800,RND,True,0.6082811961993293
27,1800,MIRW,True,0.6078156015459929
27,1800,FFD,True,0.6245160047595765
27,1800,KMeans,True,0.8600589034609893
27,100,none,False,0.6464773838461173
27,100,RND,True,0.6229515331118807
27,100,MIRW,True,0.6340288933662063
27,100,FFD,True,0.6449273832393457
27,100,KMeans,True,0.7405687205236545
28,0,none,False,0.5911902148603101
28,0,RND,True,0.5873652934928928
28,0,MIRW,True,0.6052764400436439
28,0,FFD,True,0.6210042438017718
28,0,KMeans,True,0.8531009872082388
28,1800,none,False,0.6028740086592205
28,1800,RND,True,0.6082811961993293
28,1800,MIRW,True,0.6078156015459929
28,1800,FFD,True,0.6245160047595765
28,1800,KMeans,True,0.8600589034609893
28,100,none,False,0.6464773838461173
28,100,RND,True,0.6229515331118807
28,100,MIRW,True,0.6340288933662063
28,100,FFD,True,0.6449273832393457
28,100,KMeans,True,0.7405687205236545
29,0,none,False,0.5911902148603101
29,0,RND,True,0.5873652934928928
29,0,MIRW,True,0.6052764400436439
29,0,FFD,True,0.6210042438017718
29,0,KMeans,True,0.8531009872082388
29,1800,none,False,0.6028740086592205
29,1800,RND,True,0.6082811961993293
29,1800,MIRW,True,0.6078156015459929
29,1800,FFD,True,0.6245160047595765
29,1800,KMeans,True,0.8600589034609893
29,100,none,False,0.6464773838461173
29,100,RND,True,0.6229515331118807
29,100,MIRW,True,0.6340288933662063
29,100,FFD,True,0.6449273832393457
29,100,KMeans,True,0.7405687205236545
